frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
350,486.38998,113.39803,490.97803,108.3785,480.61624,108.35607,496.15335,109.955765,470.121,109.67676,499.25034,137.77914,456.91153,142.26639,500.37363,183.0545,429.26163,181.78142,501.73157,222.88535,452.33783,218.8934,504.1969,231.6609,474.26157,235.22421,517.8494,300.17636,479.76627,301.8411,502.7334,373.8226,478.02826,383.29663
351,485.9357,112.66032,491.07028,107.4274,480.1516,107.48838,497.77933,109.0652,470.33115,108.98109,501.60452,138.54648,459.49652,142.61345,503.11472,186.32578,436.27197,185.48425,504.3712,225.20824,460.49054,220.05211,505.53946,232.10448,475.7331,235.35516,514.15045,303.21185,478.99426,306.62775,512.0292,378.7453,478.14096,385.6115
352,486.75388,112.778725,492.08984,107.33858,480.87506,107.49377,500.14346,108.9083,471.4481,109.166336,504.16217,138.96317,460.26688,142.35123,505.04532,189.59557,439.259,186.46407,506.98743,228.14098,465.9248,215.40852,509.3012,233.35826,478.45514,236.88295,518.8863,305.21793,481.21542,308.23315,521.0396,379.6028,479.08664,384.92526
353,489.08444,116.75798,494.05124,111.63179,483.7975,111.438255,501.13235,112.01101,474.21548,111.42438,506.99744,138.7377,461.56186,142.38362,508.36377,185.94026,442.71436,185.96275,504.62128,212.96083,473.02582,208.12413,512.29553,232.89383,480.36972,236.45026,524.4565,305.82324,483.67538,309.44675,527.2117,381.27243,478.21475,384.1003
354,493.6209,113.33599,497.5168,108.94566,488.89517,108.497665,502.33163,111.27144,478.83328,110.14012,510.10693,137.32866,463.51074,142.46858,515.73804,184.25598,447.89972,188.40074,517.0594,212.90344,478.15753,201.766,518.97675,233.46368,486.37772,237.2507,528.15704,308.40186,488.54004,310.63962,526.70374,383.37976,480.58542,384.76846
355,799.7001,142.62782,801.6977,138.9942,796.3635,138.70872,800.74384,139.34947,786.1216,138.10303,801.8926,159.86627,773.9469,160.38446,802.58246,189.31523,766.6842,190.95647,804.62616,210.53378,775.9214,220.42613,801.40894,220.62038,785.7044,221.23662,790.6332,268.10773,796.4736,266.0876,788.5011,310.8485,806.6099,308.6635
356,799.52203,142.67232,801.5936,139.0404,796.1415,138.73448,800.7965,139.3893,785.9107,138.09924,801.8755,159.85158,773.8963,160.30966,802.3288,189.49681,766.749,190.99327,804.22345,211.38411,775.979,220.70193,801.3532,220.46033,785.62646,221.07031,790.50793,267.96426,796.35077,266.02267,788.42865,310.87537,806.75226,308.64188
357,499.73196,113.43354,504.19568,108.714966,494.27588,108.006325,508.334,110.92062,482.63528,108.83635,513.26337,139.01251,467.87485,143.02203,527.0573,183.01482,469.55063,189.29424,533.48944,213.38812,501.23825,178.56342,525.0422,231.33005,493.19226,234.0633,531.4439,308.81207,501.8594,308.6746,525.184,385.8417,482.4976,385.5862
358,500.28876,113.700584,504.4585,108.61036,494.6855,108.35774,508.7367,110.29291,482.92087,109.240875,515.9699,139.87012,469.31595,142.9369,529.6303,186.66975,478.19153,187.99004,542.9194,223.30544,508.31995,173.78473,528.0633,231.35002,495.49097,233.41904,532.97455,308.37408,504.62527,307.567,525.47705,386.06693,483.08466,384.44
359,501.58514,107.6611,505.80566,103.0151,495.40286,103.06575,510.86768,107.505844,484.4382,107.32655,519.5572,139.32726,471.7571,141.97868,532.94507,183.07004,480.1828,186.44598,549.997,217.1513,511.6717,167.69235,528.5565,232.49689,495.45148,234.23015,533.71265,310.0761,505.34607,308.94327,524.6987,387.14166,483.00928,385.50693
360,500.90973,107.35252,506.11722,102.50271,494.34802,102.393555,512.822,107.05617,483.45544,106.57779,521.96954,139.25156,472.55258,142.83777,537.2874,183.62013,485.99557,187.25081,553.65875,217.31833,513.7529,163.30336,531.5768,234.29742,497.59467,236.26967,534.5063,312.38565,505.5953,312.11526,525.1434,388.44388,484.0335,386.91855
361,503.14648,106.76199,507.83484,101.69168,496.69138,101.64074,513.5888,105.958916,485.20987,105.663734,522.10986,137.65967,475.01364,142.0915,538.6759,181.49872,488.5409,187.0509,556.47473,215.9723,514.28424,159.18463,532.70404,232.65532,499.798,235.71397,534.8994,310.95236,505.16327,311.15103,526.5438,387.39764,482.4842,386.40338
362,503.03674,105.982956,507.66995,101.09097,496.74286,101.01974,513.55786,105.621414,485.6127,105.3139,523.526,136.48505,475.40088,141.61107,539.6543,181.4062,489.20593,187.94072,556.9404,215.47754,514.22644,158.31065,533.126,231.80869,499.5154,235.07016,534.8042,309.78925,504.68488,310.28235,526.3256,386.5801,482.91745,386.46536
363,501.1761,105.76814,506.0123,100.93044,494.7619,101.10307,512.9238,105.988625,484.31647,106.23396,524.1507,136.93005,474.9621,141.71347,539.9411,180.41727,489.90796,184.04405,555.5549,215.10915,516.7582,154.44421,532.9494,231.82274,498.80777,234.80879,534.11475,309.59613,503.6498,309.8643,525.72766,386.20123,480.82944,383.35037
364,505.57083,104.5623,508.08835,100.00417,499.36554,100.64927,510.349,104.66699,487.68124,106.22744,523.5127,137.0273,476.00464,141.96236,540.2535,179.93132,490.8872,179.71124,553.98706,211.39468,518.02893,152.08093,530.9622,232.87811,497.35168,234.8863,533.75745,309.78885,502.8743,308.8985,524.74976,386.6906,479.98615,382.54077
365,507.13373,105.569534,509.08755,100.9782,500.82904,101.42,509.57104,105.27558,487.2422,106.34557,522.8209,137.25717,475.2259,141.79257,539.8056,181.54782,490.29388,179.49457,552.3001,215.24176,518.18884,152.1696,530.33606,232.63405,496.91534,234.18459,532.7996,309.5146,502.43027,306.68347,524.6075,386.5728,478.7763,377.13556
366,507.5038,105.281654,509.3827,100.66506,501.04007,101.27649,509.9569,104.990166,487.426,106.477875,523.6425,137.0103,475.53632,141.87758,539.6827,181.81747,490.2197,179.76215,552.1876,215.84026,517.8539,152.02588,530.6682,233.58444,497.0094,234.91692,533.34595,311.64175,501.78293,307.19168,524.1107,386.78217,475.8592,375.5424
367,507.69104,105.07033,509.49976,100.57888,501.3935,101.12458,509.9615,105.051186,487.94254,106.377945,523.70483,136.664,475.5595,141.72356,537.66504,179.7598,488.4624,179.39131,547.29803,209.94708,517.5106,153.8022,530.9068,234.58075,497.04276,235.99156,532.7505,311.897,500.73734,308.4267,523.71497,386.01324,473.00912,373.80728
368,506.9716,105.277306,509.46762,100.507286,500.3308,101.284775,511.74643,105.0056,487.59528,106.853035,524.7234,138.06693,475.792,142.41637,537.9817,186.06052,488.07776,182.15416,543.15515,220.66304,516.1203,153.50829,531.218,234.43867,497.56052,236.1956,533.72656,311.44247,498.62427,309.08148,525.7671,385.835,469.43604,374.38635
369,508.50244,105.30623,511.2673,100.471794,501.36978,101.07204,513.6987,105.3945,488.07205,106.98462,526.4798,138.03076,476.00317,142.45232,537.7157,188.31538,487.8909,187.14005,539.57745,208.42929,515.77344,157.4079,533.0481,234.41664,498.81693,235.79732,534.368,313.1777,497.75623,309.00735,525.6304,387.01306,467.48416,373.2162
370,507.96756,112.88986,510.76898,107.64511,501.21878,108.39288,513.139,109.77625,487.3764,111.593094,525.68884,137.49971,475.19193,143.66925,536.7061,181.58717,485.4283,188.35643,534.46796,191.21077,513.3342,164.36458,532.4645,234.57468,498.101,236.73386,534.78595,310.9166,494.73688,310.03204,526.83307,385.2495,467.67032,373.17227
371,506.26413,107.81078,510.09647,102.85868,499.1955,103.15594,514.34845,107.116745,486.63812,107.87794,523.35846,138.27463,475.3823,143.32924,533.2768,182.82483,485.25052,187.00941,541.7306,202.96574,514.069,164.7937,530.19885,233.62767,497.31418,236.12021,534.6393,308.26187,493.81693,308.3113,527.82056,385.21127,467.2518,375.50775
372,506.02084,108.29616,509.77438,103.65182,499.56863,103.6203,513.58276,108.16627,486.8041,108.152435,523.3152,138.15726,473.741,143.10883,531.3269,174.49669,478.10547,186.77454,522.3583,174.94673,510.11603,173.26614,529.3463,235.56543,494.86713,237.51364,533.74603,310.23447,489.37274,310.45255,528.4728,386.47733,466.84964,379.33307
373,506.01794,108.334595,509.1563,103.72628,499.73093,103.634346,511.73233,107.98827,486.6094,107.83744,519.8782,138.38676,471.99442,143.11308,528.2064,176.41492,471.65237,188.08604,523.27637,178.58037,506.85995,180.8251,526.58636,234.91626,492.595,237.21475,532.78394,307.49307,487.07532,308.02243,528.08,385.66177,467.8427,379.63385
374,505.67706,109.14807,508.9275,104.64561,500.1553,103.97224,511.05737,109.05426,487.05948,107.47945,518.2208,140.66817,467.7175,144.12242,520.6348,185.39198,461.49936,191.30865,498.63943,191.4595,497.24686,191.61583,523.35547,234.97188,487.65143,237.55487,530.64325,306.687,483.7206,308.01028,527.3204,384.95206,468.18268,380.81055
375,494.12793,109.827545,499.152,104.93098,489.2676,104.67249,507.3991,108.10935,481.599,107.354454,516.6105,138.36516,466.73712,142.69797,520.08875,184.7106,455.9839,192.58937,514.29956,207.4244,490.92578,192.54216,520.44055,233.40778,485.15527,236.23143,529.2274,306.3884,480.7212,308.40353,527.95074,384.84445,467.67374,383.26273
376,498.22342,112.205086,502.7133,107.177376,492.74008,106.759,508.0547,109.6799,481.46576,108.60698,514.98706,139.02084,464.21323,143.69531,519.9068,184.30006,450.43,190.03253,517.2444,214.1191,478.7603,202.09004,518.3812,234.75452,482.5621,238.08281,527.98737,305.9392,477.80862,308.5807,528.5201,382.924,468.16855,381.7669
377,488.83426,111.17545,495.21277,106.34883,484.52234,105.6438,506.593,109.96119,478.59558,108.045,514.1282,140.88573,463.08096,143.36235,516.5357,189.1118,445.47827,188.45113,510.8109,218.62654,472.22296,205.8064,515.7828,234.56874,479.96988,237.40585,526.6329,305.23416,475.99335,308.09363,528.62225,382.5468,467.79495,381.76718
378,488.56784,112.22758,494.8848,107.59354,484.32254,106.81255,505.86432,111.48999,478.04645,109.396935,513.45544,141.94246,460.89532,144.77045,514.769,189.99954,443.156,190.00832,511.0317,224.42972,470.1159,213.29407,513.6761,236.26808,477.16046,239.36545,525.64233,306.03003,472.97998,309.02982,529.3397,382.27643,467.62238,381.62958
379,489.51712,113.31887,495.3471,108.495384,484.43204,108.08375,504.4465,112.131744,476.2208,111.14891,511.6999,141.06345,458.73825,145.88977,513.91943,186.38373,438.3391,189.8937,508.1235,219.11728,462.59567,213.9654,510.77597,233.31471,474.2917,236.98503,522.6929,301.469,471.01868,304.3604,529.103,380.8119,467.99164,379.9703
380,486.69006,121.96822,491.7188,116.33338,480.76968,116.79412,499.52972,115.83136,470.3009,116.98021,510.05338,141.00401,455.3211,147.54706,514.032,185.43997,436.44122,191.1374,509.24695,219.17644,460.785,218.37411,509.2708,234.52194,471.9662,238.79976,523.7988,302.4396,468.94443,307.97314,529.3125,381.59918,467.55823,381.93027
381,488.82288,119.42131,493.22382,114.24939,482.98932,114.27865,498.58298,115.264206,470.6498,115.447426,507.9204,140.28891,453.0443,147.29918,512.9278,183.3078,433.0309,191.38333,506.92398,216.0764,455.12552,217.27583,505.80624,232.61098,468.41995,237.30637,522.2974,300.4254,468.4689,306.4987,528.4003,379.79364,466.68817,380.4965
382,485.5072,120.14596,490.11343,114.25743,478.5478,114.635895,495.24615,115.256134,464.14227,116.134605,503.2407,142.41173,448.37152,148.17375,508.36365,192.05923,428.50302,193.26042,509.67673,239.43857,452.78513,218.68584,501.332,234.5477,463.50003,239.00569,520.4641,301.20956,465.7888,306.6318,525.9881,379.3072,465.68124,380.4892
383,483.25223,120.442986,487.67328,114.894066,476.85834,114.96842,492.45798,115.63562,462.70264,115.87474,501.11255,140.86688,445.55008,147.70241,507.15433,184.30717,426.0487,192.68108,503.00998,219.97517,450.32794,219.06815,498.3825,233.91791,460.50906,238.46355,516.642,300.28986,463.77673,304.86447,521.32196,378.12772,463.8864,380.29733
384,479.2655,126.018364,483.6392,120.31642,473.40463,120.36659,488.11322,117.92211,459.1241,117.9055,497.64633,139.65176,442.2193,145.18562,503.63943,185.75505,423.40997,190.47443,501.69714,227.27103,445.43463,216.84077,496.1033,233.94429,458.51358,237.90968,511.9027,301.77988,462.43814,305.04367,517.2193,380.04248,461.4864,381.26135
385,476.31024,125.92583,480.88538,120.299835,470.1536,120.43882,485.6707,118.27381,455.96143,118.35629,495.07846,141.02928,441.09894,146.0292,501.3845,184.92807,423.3084,190.38318,499.78238,225.39525,444.4143,216.46066,493.69754,234.25917,456.98837,237.85812,508.29626,299.8593,460.4021,303.4213,513.3164,378.92554,460.83435,381.0831
386,471.44263,127.14678,476.10706,121.7025,465.64725,121.814835,481.7137,119.44665,453.18793,119.5385,492.5833,141.15608,439.40265,146.51451,499.27246,184.14803,421.4736,191.1234,495.2593,218.37326,442.50156,216.16211,492.94867,235.41194,456.711,238.8212,507.20218,303.57556,459.3938,305.6206,509.44778,381.32086,460.72736,382.01727
387,473.29922,121.63889,477.32535,116.28603,467.2039,116.499374,481.30405,116.16931,453.37872,116.45979,491.39716,141.19327,439.15982,145.70386,497.48224,187.98582,421.08447,190.92635,497.63712,230.83232,442.12955,216.42181,492.36884,236.4188,456.46524,239.60507,505.5556,305.31146,458.04742,307.79272,506.79675,381.83704,461.5453,382.77545
388,466.94748,120.756325,471.0565,115.380295,461.20975,115.86201,476.61215,115.095566,450.4781,116.41005,489.88144,141.05974,437.19925,147.28076,496.8099,183.1126,419.7982,190.89948,492.64435,215.88722,440.9416,214.35414,490.97815,234.86272,455.3086,238.04886,500.7779,303.16278,457.40863,305.13992,507.2029,378.25394,461.61032,379.0981
389,467.51694,119.14053,471.55173,113.60217,461.00854,114.43345,476.79135,114.07873,449.1956,116.24883,489.15216,140.4608,436.52417,146.79152,495.7882,183.06195,418.77817,191.20277,490.3519,214.10416,441.95868,216.55946,490.4672,234.29108,454.7441,237.62015,499.7689,303.76627,455.5065,306.26413,506.08548,379.3607,459.99326,380.61655
390,458.8753,121.20545,462.76483,115.950485,453.78864,116.80503,470.06064,115.050674,445.84827,117.266556,486.8379,139.79956,434.32727,145.5894,495.26172,183.52592,416.701,190.35168,490.1777,217.87183,439.64008,214.14923,487.49857,232.27661,451.87372,235.05322,497.47003,301.9413,453.45267,303.84088,503.6874,378.823,457.7941,379.4813
391,457.23553,123.07485,461.34802,117.92211,452.14536,118.49413,468.49252,116.54257,443.269,118.03502,484.59827,139.47827,430.65674,145.96837,494.14923,182.94199,415.64655,192.47327,490.37674,216.8612,440.0306,215.42871,485.08676,232.31885,448.55975,235.49034,495.21567,302.19568,450.98108,304.5504,501.40875,379.68857,456.27774,380.9284
392,456.16068,123.45503,460.2761,118.44247,451.0976,118.79572,466.8666,117.58795,441.97012,118.547745,483.02344,140.16238,428.42178,146.658,494.2064,182.45123,415.7535,193.03174,490.93213,217.83014,440.7147,215.46187,484.20135,231.4589,447.29623,234.75714,494.0659,301.24377,450.60263,303.7645,500.6449,379.25586,455.4412,381.12378
393,458.85107,124.04716,463.06454,119.11468,453.63818,119.15436,468.7845,118.21606,442.78647,118.29614,481.81403,140.02994,428.27188,146.20744,493.18286,181.13226,415.5767,193.58307,491.25012,209.21548,442.2068,216.5677,482.99295,231.73462,446.447,235.14615,493.55908,301.65125,449.5649,304.65305,500.3071,379.64493,454.30383,381.16287
394,460.49402,120.685074,464.88095,116.333435,455.92078,115.6751,470.2644,116.89144,445.7691,115.29197,480.81314,139.42172,428.58307,144.82709,492.44897,177.19151,416.21887,192.20088,493.41647,207.95187,441.46124,213.49684,481.5509,229.88437,445.41852,233.19843,492.7528,299.34296,449.45444,301.74954,499.5544,379.03702,453.87808,379.45334
395,458.97427,120.13366,463.8014,115.8067,454.5412,114.96426,470.2132,116.79583,445.43228,114.78161,480.75467,139.54,428.1414,144.66966,492.2636,176.86284,416.26868,191.40149,493.97675,207.10196,442.72314,211.92645,482.19052,230.8275,445.69666,234.12224,492.83838,301.3153,449.3842,303.55188,499.2259,379.9881,453.766,380.9025
396,459.79874,119.372635,464.50452,115.0403,455.21664,114.279976,470.62308,116.33788,445.78937,114.57326,481.09766,139.31021,428.43475,144.89154,492.81726,177.06395,418.76547,192.47789,495.16684,207.21649,447.05664,215.76534,482.80206,229.63394,446.1269,233.2424,494.76508,299.9647,449.92197,302.43082,500.77274,377.5099,454.61954,379.41022
397,461.281,120.82071,465.6214,116.30351,456.4404,115.729095,470.78354,116.91042,445.82755,115.581856,481.16022,139.34492,428.3048,145.56769,492.46884,178.21458,420.24686,193.19624,497.18542,211.99629,449.34683,214.69258,484.30817,228.73474,447.17566,232.91685,498.4854,298.02124,450.52777,301.6784,501.53244,376.30594,455.54895,379.709
398,461.32043,122.00065,465.53915,117.43368,456.33008,116.871284,470.0185,117.53568,445.09344,116.22112,479.97263,139.73761,428.71164,145.98352,491.7526,178.07513,422.345,194.12732,499.18518,208.9096,452.32446,213.70325,484.99078,229.10266,448.69257,233.16463,497.8488,299.2908,452.0407,301.61118,503.84332,377.4731,457.02527,379.3188
399,457.27124,120.24887,462.04956,116.05437,453.00644,115.13173,468.66876,117.44239,444.43314,115.34864,479.99146,140.84636,428.6843,146.3659,492.1861,178.6171,424.2139,194.66156,497.27744,203.95787,454.55627,211.77728,484.50723,230.52565,448.37973,234.04843,495.25046,302.0269,452.04007,303.92886,503.63205,379.4154,457.06226,380.09116
400,459.40488,124.29323,463.94656,119.95428,454.88824,118.934746,468.7796,119.71923,444.54388,117.33459,479.34433,141.39478,428.38544,147.44975,491.6495,181.0514,430.26865,196.22154,498.2955,207.34465,462.22717,210.05084,484.703,230.68196,448.8274,234.43538,494.91016,303.58865,451.97015,305.6997,503.96893,380.53217,456.83597,381.54422
401,785.3403,140.3605,788.8365,136.84146,781.70166,136.60349,793.15265,138.41325,774.6733,137.70364,797.5419,160.40997,765.9685,161.47925,799.8039,188.8371,760.55084,191.57208,800.4127,211.85503,767.186,219.20932,795.1634,221.44609,773.24493,222.71796,796.53937,267.31534,773.08856,269.51706,810.6498,309.7577,771.8701,312.646
402,458.0323,125.48008,462.95554,121.04518,453.4571,119.88761,468.39496,120.07839,443.47235,117.44821,478.35135,139.5263,430.00378,145.92249,488.94843,177.45381,436.8433,194.1184,498.85455,202.16951,470.82608,211.72247,482.79492,228.79855,447.84686,232.32408,495.16882,303.77008,452.0491,305.15097,503.69504,381.02075,456.45264,381.5097
403,457.78674,126.2295,462.80008,121.69215,453.16122,120.557106,468.51874,120.30921,443.3797,117.75017,478.02286,139.17432,430.51923,145.99625,487.34998,177.78302,438.91882,195.73994,498.9801,201.06627,478.17972,212.14714,482.3344,228.69118,447.65054,232.4916,495.17105,303.584,452.17017,305.4051,503.98798,381.2373,456.3429,381.59326
404,788.22205,139.93544,790.96277,136.33955,784.52594,136.26718,793.47296,137.71288,776.1465,137.28613,798.0281,159.91785,766.40063,161.04643,800.23773,188.68523,761.00903,190.94879,800.91327,211.54654,767.3589,218.471,795.7965,221.35359,773.61676,222.56746,797.432,267.34702,773.10754,269.2206,811.22205,309.84924,771.9412,311.95758
405,458.632,124.70945,463.6008,120.14315,454.07587,119.01413,469.21487,119.56714,444.595,116.902115,477.50507,141.91095,431.7752,146.0658,483.0708,183.16066,433.42996,194.1086,500.08636,203.54755,455.0176,217.52766,479.93057,233.70396,446.7495,236.4337,493.36917,305.60986,451.73917,306.81058,501.3501,380.44885,456.72,380.90112
406,787.4327,140.14886,790.63324,136.50941,783.5041,136.37225,793.94244,137.88681,775.1001,137.3218,797.9482,160.03294,766.08594,161.16362,800.01196,188.6584,760.66895,190.93016,800.4749,211.3567,767.12134,218.47986,795.5872,221.03911,773.5019,222.27936,796.9414,266.7006,772.91296,268.72232,810.9754,308.77866,771.90283,311.5766
407,786.65424,142.14575,790.2623,138.5327,782.69214,138.18236,794.12335,139.92104,774.36597,138.86235,797.65393,161.83015,765.8722,162.7739,799.5618,190.28252,760.3024,192.16916,799.35913,213.27647,767.0193,219.43599,795.6035,222.81636,773.53705,224.05983,797.2566,268.51636,772.5111,270.90866,811.59454,310.62094,770.68805,314.61026
408,788.56476,142.42914,792.4705,138.91095,784.6901,138.4756,797.1207,140.71323,777.16187,139.53616,800.06256,162.58592,768.87994,163.71465,800.8067,191.07684,762.37195,193.45406,800.9284,213.94954,768.72485,222.87555,797.507,223.53424,775.72626,224.81998,799.18524,269.3317,775.43256,271.64352,811.9312,311.40396,775.036,313.57718
409,789.45044,142.04918,793.2049,138.4536,785.4851,138.19899,797.7441,140.23846,778.03156,139.47932,800.7406,162.46124,769.6293,163.70863,801.3335,191.0083,762.74786,193.45244,801.36523,213.7715,769.2641,223.36317,798.66766,223.48497,776.95197,224.80351,799.7025,269.23193,776.5487,271.23572,813.08264,311.08044,776.342,312.94476
410,789.63336,141.88905,793.30804,138.33072,785.76044,137.98521,797.4524,139.88602,777.98895,138.8426,800.2959,161.66783,769.0324,162.58713,801.0241,189.90222,762.1829,192.04071,800.90607,212.41087,768.7977,221.60213,798.0074,222.7071,776.14185,223.95195,799.98804,268.47662,775.7889,270.73447,812.51013,310.5532,774.63574,313.26398
411,456.98074,119.07784,461.81406,113.99036,451.62787,114.056076,469.3696,114.19272,443.54962,114.58538,479.55893,140.35904,432.89917,145.41406,487.81848,180.60443,432.2579,192.88779,499.8353,197.04451,449.40063,216.25536,480.44833,232.68454,447.0842,235.35432,493.16974,304.49188,451.12503,305.36276,501.61044,381.2501,456.51123,380.85406
412,789.2259,141.91013,792.99585,138.33914,785.3188,138.00517,797.40283,139.93968,777.7374,138.95815,800.1892,161.67172,769.15424,162.76775,800.90515,190.07863,762.27185,192.31706,801.164,212.81909,768.9104,222.047,798.136,222.81175,776.3507,224.11617,799.9866,268.69888,775.7952,270.89587,812.7903,310.90427,774.58105,313.70404
413,459.4914,121.38881,464.10782,116.25088,454.13635,116.48563,471.29337,115.981285,446.01587,116.86723,482.82077,140.34013,435.79922,146.27184,492.43268,178.64423,433.88934,193.42914,502.58295,194.33401,445.34753,223.81082,482.93576,233.58746,449.30087,236.25656,495.98187,305.69995,452.28757,306.45398,504.1996,381.86435,457.69058,380.48456
414,458.0435,120.1291,462.78516,114.982666,452.68103,115.287445,470.60614,114.74832,444.8416,115.83371,482.20612,138.95108,434.88657,145.61818,491.8027,176.25636,433.30865,193.51176,501.64368,190.35913,446.09628,222.56679,482.79803,232.5409,449.0528,235.5402,496.06406,304.8956,452.51453,306.0686,504.2856,381.79202,458.1382,380.5442
415,469.49588,119.051056,473.84985,114.05095,464.21704,114.11346,479.69397,114.03761,454.53305,114.39195,491.94836,139.2102,443.61844,144.39494,502.4462,180.24979,440.72043,190.10246,517.5723,188.72739,448.1848,223.35327,492.53644,230.61617,457.68195,233.3118,505.5333,301.5476,461.6632,303.04626,514.00305,380.0214,467.4187,378.62265
416,461.8507,121.30442,466.1018,115.78054,455.95898,116.50413,472.5112,115.38611,445.91846,117.29446,485.79907,140.857,436.6832,147.76842,506.749,176.58514,441.0515,196.39276,507.2392,199.96602,468.361,207.2857,486.57346,234.87059,451.33383,238.08263,500.09515,306.95325,455.11444,309.0835,507.2803,384.44263,462.50183,386.8421
417,466.0711,124.403404,470.29932,119.12637,460.714,119.4048,476.50366,118.27053,450.68033,119.06214,490.4465,142.68994,440.59592,149.34175,513.3271,178.13547,444.24704,198.64636,507.9603,201.03534,479.68433,206.16895,489.8428,234.73558,454.58054,237.66573,503.17215,305.35242,459.10428,306.98386,509.99686,383.49826,464.98532,383.79187
418,465.12238,125.24267,469.1643,119.59851,459.37427,120.20283,474.858,117.91526,448.2294,119.42652,487.9487,142.14137,438.88156,149.25592,507.9563,181.39688,444.82178,199.30629,505.75586,200.50087,484.77606,203.1019,489.1364,234.56375,453.99982,238.07214,502.53738,305.77103,457.79297,308.4879,508.75565,384.1269,464.22455,385.25925
